feature,mean_abs_shap_value
Protein_OHE_269,0.00042551232
Protein_OHE_42,0.00042529963
TTF_685,0.00042497448
TTF_937,0.0004248783
Protein_OHE_394,0.00042064174
TTF_1925,0.00041918387
TTF_1473,0.00041834085
Protein_OHE_108,0.0004160704
TTF_1305,0.00041593343
Protein_OHE_123,0.00041589307
TTF_173,0.00041391127
Protein_OHE_522,0.00041308373
Protein_OHE_920,0.0004129549
TTF_1945,0.00041261138
TTF_1721,0.00041177243
Protein_OHE_299,0.00041069035
Protein_OHE_75,0.0004092953
TTF_1641,0.0004042951
TTF_1165,0.00040361728
TTF_1177,0.00040356678
TTF_373,0.0004025627
Protein_OHE_35,0.00040192236
TTF_309,0.00040025884
TTF_729,0.00039792486
MACCS_25,0.0003933001
Protein_OHE_606,0.00039186937
TTF_267,0.0003915187
Protein_OHE_614,0.00038893707
Protein_OHE_876,0.0003878868
Protein_OHE_257,0.000387161
Protein_OHE_545,0.0003837271
TTF_1713,0.00038303764
TTF_763,0.000382648
Protein_OHE_935,0.00038114892
TTF_1821,0.00038077
TTF_1693,0.000380329
Protein_OHE_608,0.00037762188
TTF_531,0.00037584515
TTF_1021,0.00037584125
TTF_1185,0.00037522265
Protein_OHE_408,0.00037352325
TTF_554,0.00037230348
TTF_702,0.00037132882
TTF_545,0.0003703161
Protein_OHE_821,0.00036814914
TTF_1033,0.0003651098
Protein_OHE_208,0.0003647763
Protein_OHE_186,0.00036472388
TTF_1662,0.00036260788
TTF_1709,0.00036150104
TTF_63,0.0003591152
TTF_125,0.0003590983
Protein_OHE_79,0.00035470107
Protein_OHE_179,0.00035199526
TTF_398,0.00035141167
Protein_OHE_828,0.00035120503
Protein_OHE_345,0.00035053224
Protein_OHE_325,0.00034833536
Protein_OHE_313,0.00034803734
Protein_OHE_378,0.00034782622
TTF_1505,0.00034474817
Protein_OHE_158,0.00034432075
TTF_397,0.00034176157
MACCS_23,0.0003406845
Protein_OHE_807,0.00034014584
TTF_1809,0.00033345012
Protein_OHE_622,0.0003305625
MACCS_71,0.0003298737
Protein_OHE_941,0.00032835567
Protein_OHE_414,0.0003282301
TTF_1301,0.00032795346
Protein_OHE_784,0.00032765523
Protein_OHE_167,0.00032656742
Protein_OHE_600,0.00032526307
TTF_1665,0.00032402223
TTF_510,0.00032373818
TTF_273,0.00032126924
Protein_OHE_874,0.0003174071
Protein_OHE_944,0.0003165966
Protein_OHE_747,0.00031572054
Protein_OHE_258,0.00031369753
Protein_OHE_396,0.0003135133
Protein_OHE_603,0.0003127133
TTF_411,0.00031241865
TTF_1326,0.0003103317
TTF_1025,0.00031004543
Protein_OHE_996,0.00030897695
Protein_OHE_314,0.00030874723
TTF_129,0.00030775403
TTF_897,0.00030645984
Protein_OHE_320,0.00030540949
TTF_1861,0.0003044708
Protein_OHE_437,0.00030086588
TTF_1293,0.00029691157
TTF_725,0.00029467425
TTF_121,0.00029220904
TTF_1629,0.00029192603
TTF_454,0.00029191075
TTF_1957,0.00029159125
TTF_1370,0.00028960683
TTF_1558,0.00028649578
Protein_OHE_211,0.0002823448
TTF_538,0.00028153975
TTF_638,0.00028050155
TTF_1846,0.00027771803
Protein_OHE_691,0.0002764168
Protein_OHE_329,0.00027620772
Protein_OHE_615,0.0002757021
Protein_OHE_100,0.0002699907
TTF_1581,0.00026879544
TTF_429,0.00026615092
Protein_OHE_393,0.0002659748
TTF_1989,0.0002657582
TTF_665,0.00026572763
TTF_1877,0.00026497353
TTF_97,0.00026471788
TTF_2038,0.00026399165
TTF_533,0.00026378743
TTF_939,0.00026003068
TTF_370,0.00025965102
TTF_287,0.00025936958
TTF_2021,0.0002590369
Protein_OHE_295,0.00025682568
TTF_1058,0.00025463843
TTF_1518,0.0002539809
TTF_674,0.00025361322
Protein_OHE_339,0.00025219796
Protein_OHE_343,0.0002520992
TTF_737,0.0002514984
Protein_OHE_658,0.0002509617
TTF_1745,0.00025027513
Protein_OHE_498,0.00024837017
TTF_2041,0.00024762438
Protein_OHE_780,0.00024603182
TTF_1873,0.00024593825
TTF_1469,0.0002457992
TTF_1654,0.00024393367
TTF_841,0.00024302714
Protein_OHE_511,0.00024114514
TTF_530,0.00024072867
TTF_662,0.00023823052
TTF_2014,0.00023742321
Protein_OHE_844,0.00023509501
Protein_OHE_562,0.00023399504
TTF_1553,0.00023366294
MACCS_4,0.00023303636
Protein_OHE_284,0.0002328261
TTF_1537,0.00023164306
Protein_OHE_242,0.00023108546
Protein_OHE_527,0.0002304454
TTF_705,0.00023043643
MACCS_144,0.00022907421
Protein_OHE_300,0.00022846748
Protein_OHE_509,0.0002269818
Protein_OHE_463,0.00022500947
TTF_646,0.00022335367
TTF_5,0.00022283086
Protein_OHE_162,0.00022245034
Protein_OHE_660,0.00022222038
TTF_1601,0.00021861168
Protein_OHE_233,0.00021765336
Protein_OHE_912,0.00021436682
Protein_OHE_348,0.00021299986
TTF_1189,0.0002114199
Protein_OHE_360,0.00021091495
Protein_OHE_923,0.00021022704
Protein_OHE_745,0.00020939898
TTF_1447,0.00020841383
TTF_329,0.00020823405
Protein_OHE_692,0.00020785804
Protein_OHE_750,0.00020695497
Protein_OHE_32,0.00020385598
TTF_698,0.00020325065
Protein_OHE_532,0.0002032132
Protein_OHE_37,0.00020298218
TTF_201,0.0002025016
TTF_221,0.0002003179
Protein_OHE_940,0.00019893513
TTF_1634,0.00019875099
TTF_457,0.00019825748
Protein_OHE_458,0.00019819986
Protein_OHE_634,0.00019816871
TTF_1041,0.0001981554
Protein_OHE_323,0.00019731847
TTF_1606,0.000197239
Protein_OHE_279,0.00019471694
TTF_1649,0.0001938162
TTF_1261,0.00019291021
Protein_OHE_126,0.00019213243
Protein_OHE_843,0.00019186741
TTF_694,0.00019036946
Protein_OHE_695,0.00019001937
MACCS_37,0.00018948634
TTF_1874,0.00018810281
TTF_503,0.0001880185
TTF_477,0.00018737625
TTF_642,0.0001871323
TTF_1749,0.00018557216
TTF_51,0.00018524095
Protein_OHE_539,0.00018510225
TTF_1209,0.0001848196
TTF_245,0.00018399955
TTF_629,0.00018160278
Protein_OHE_551,0.0001798445
Protein_OHE_995,0.00017847483
Protein_OHE_105,0.00017688202
TTF_1325,0.00017612483
Protein_OHE_886,0.00017581893
TTF_765,0.00017456176
TTF_1457,0.000173351
TTF_1577,0.00017324951
TTF_881,0.0001725124
Protein_OHE_63,0.00017208733
TTF_1357,0.00017105171
Protein_OHE_860,0.0001708336
TTF_1901,0.00017019236
TTF_730,0.00016961952
TTF_1609,0.00016889615
TTF_1005,0.00016852678
TTF_1969,0.00016609317
Protein_OHE_952,0.00016494658
TTF_1109,0.0001637189
TTF_598,0.0001636556
Protein_OHE_351,0.00015850547
Protein_OHE_271,0.00015670592
TTF_1934,0.0001561642
Protein_OHE_684,0.0001549718
TTF_757,0.00015401427
TTF_1813,0.00015109812
TTF_1802,0.00014983973
TTF_1826,0.00014876721
TTF_1257,0.00014726337
Protein_OHE_29,0.00014677984
TTF_1741,0.00014562011
TTF_233,0.00014437297
Protein_OHE_523,0.00014301785
TTF_1498,0.00014278849
TTF_177,0.00014212735
Protein_OHE_837,0.00014066401
TTF_1049,0.0001378508
Protein_OHE_914,0.00013688211
TTF_1794,0.00013533694
TTF_1319,0.00013334451
Protein_OHE_954,0.00013316274
MACCS_52,0.00013295138
TTF_821,0.00013259683
TTF_542,0.0001322152
TTF_1193,0.00013204064
Protein_OHE_172,0.00013138769
TTF_1857,0.0001281163
Protein_OHE_560,0.00012799342
TTF_1465,0.0001275444
TTF_901,0.00012682688
TTF_1607,0.0001267418
TTF_555,0.00012526271
TTF_1930,0.00012377114
TTF_726,0.00012323816
MACCS_60,0.00012302378
TTF_1666,0.00012271471
TTF_159,0.00012244395
Protein_OHE_383,0.00012130936
TTF_133,0.00012110998
TTF_1337,0.00012098682
Protein_OHE_139,0.000120738725
MACCS_64,0.00011968618
Protein_OHE_663,0.00011528391
TTF_1770,0.00011506604
TTF_1974,0.00011475171
TTF_861,0.000111894966
TTF_1205,0.00011098653
TTF_1970,0.00011025127
Protein_OHE_392,0.000109655644
TTF_889,0.00010945515
TTF_402,0.000109054934
Protein_OHE_520,0.00010821649
TTF_1418,0.00010797127
TTF_1977,0.00010716937
TTF_333,0.00010639444
TTF_57,0.00010582531
TTF_2037,0.00010532667
TTF_479,0.00010500584
TTF_1853,0.00010416694
TTF_590,0.00010325054
TTF_577,0.000103157545
TTF_1377,0.000102525555
Protein_OHE_431,9.7720105e-05
TTF_1374,9.6289594e-05
TTF_1789,9.573584e-05
TTF_522,9.439742e-05
TTF_766,9.435637e-05
Protein_OHE_976,8.7603825e-05
TTF_238,8.55806e-05
Protein_OHE_763,8.409534e-05
TTF_504,8.3093844e-05
Protein_OHE_713,8.290368e-05
TTF_185,8.244318e-05
TTF_1854,8.146107e-05
TTF_565,7.9198995e-05
MACCS_24,7.8705656e-05
Protein_OHE_367,7.687265e-05
TTF_106,7.555121e-05
TTF_1655,7.503496e-05
TTF_585,7.4304895e-05
TTF_1494,7.3278956e-05
Protein_OHE_68,7.306636e-05
Protein_OHE_47,7.1516544e-05
TTF_1687,6.961022e-05
TTF_9,6.947603e-05
TTF_869,6.863318e-05
TTF_1314,6.650805e-05
TTF_450,6.505424e-05
TTF_661,6.4997635e-05
Protein_OHE_529,6.307108e-05
MACCS_43,6.084614e-05
Protein_OHE_223,5.895559e-05
TTF_1653,5.832904e-05
TTF_1269,5.11644e-05
Protein_OHE_577,4.9303177e-05
TTF_154,4.8182494e-05
TTF_621,4.8129412e-05
TTF_1917,4.5413148e-05
TTF_930,4.4254695e-05
Protein_OHE_749,4.3676617e-05
TTF_902,4.255394e-05
TTF_266,4.1611056e-05
TTF_1817,4.0094987e-05
TTF_1545,3.965089e-05
TTF_1921,0.0
TTF_1911,0.0
TTF_1892,0.0
TTF_1891,0.0
TTF_1922,0.0
TTF_1890,0.0
TTF_1887,0.0
TTF_1912,0.0
TTF_1888,0.0
TTF_1758,0.0
TTF_1752,0.0
TTF_1923,0.0
TTF_1916,0.0
TTF_1918,0.0
TTF_1910,0.0
TTF_1898,0.0
TTF_1915,0.0
TTF_1902,0.0
TTF_1904,0.0
TTF_1905,0.0
TTF_1751,0.0
TTF_1900,0.0
TTF_1906,0.0
TTF_1748,0.0
TTF_1907,0.0
TTF_1899,0.0
TTF_1908,0.0
TTF_1743,0.0
TTF_1756,0.0
TTF_1903,0.0
TTF_1914,0.0
TTF_1747,0.0
TTF_1897,0.0
TTF_1896,0.0
TTF_1895,0.0
TTF_1744,0.0
TTF_1919,0.0
TTF_1920,0.0
TTF_1913,0.0
TTF_1818,0.0
TTF_1886,0.0
TTF_1791,0.0
TTF_1799,0.0
TTF_1798,0.0
TTF_1797,0.0
TTF_1834,0.0
TTF_1835,0.0
TTF_1796,0.0
TTF_1836,0.0
TTF_1795,0.0
TTF_1792,0.0
Protein_OHE_980,0.0
TTF_1800,0.0
TTF_1788,0.0
TTF_1787,0.0
TTF_1786,0.0
TTF_1839,0.0
Protein_OHE_991,0.0
TTF_1784,0.0
TTF_1783,0.0
TTF_1782,0.0
TTF_1781,0.0
Protein_OHE_987,0.0
TTF_1832,0.0
TTF_1780,0.0
TTF_1827,0.0
TTF_1820,0.0
TTF_1816,0.0
TTF_1822,0.0
TTF_1815,0.0
TTF_1814,0.0
TTF_1823,0.0
TTF_1824,0.0
Protein_OHE_983,0.0
TTF_1812,0.0
TTF_1811,0.0
TTF_1831,0.0
TTF_1810,0.0
TTF_1828,0.0
TTF_1808,0.0
TTF_1807,0.0
TTF_1806,0.0
TTF_1804,0.0
TTF_1803,0.0
TTF_1924,0.0
TTF_1830,0.0
TTF_1840,0.0
TTF_1779,0.0
TTF_1885,0.0
TTF_1764,0.0
TTF_1868,0.0
Protein_OHE_994,0.0
TTF_1768,0.0
TTF_1871,0.0
TTF_1872,0.0
TTF_1767,0.0
TTF_1875,0.0
TTF_1876,0.0
TTF_1766,0.0
TTF_1879,0.0
TTF_1866,0.0
TTF_1880,0.0
TTF_1763,0.0
TTF_1762,0.0
TTF_1881,0.0
TTF_1882,0.0
TTF_1883,0.0
TTF_1884,0.0
TTF_1761,0.0
TTF_1760,0.0
TTF_1867,0.0
TTF_1865,0.0
TTF_1778,0.0
TTF_1851,0.0
TTF_1843,0.0
TTF_1844,0.0
TTF_1777,0.0
TTF_1776,0.0
TTF_1847,0.0
TTF_1848,0.0
TTF_1775,0.0
TTF_1849,0.0
TTF_1850,0.0
TTF_1774,0.0
TTF_1864,0.0
TTF_1773,0.0
TTF_1852,0.0
TTF_1855,0.0
TTF_1856,0.0
TTF_1819,0.0
TTF_1859,0.0
TTF_1860,0.0
TTF_1862,0.0
TTF_1863,0.0
TTF_1772,0.0
Protein_OHE_680,0.0
TTF_1926,0.0
Protein_OHE_852,0.0
Protein_OHE_900,0.0
Protein_OHE_251,0.0
Protein_OHE_252,0.0
Protein_OHE_891,0.0
Protein_OHE_267,0.0
Protein_OHE_879,0.0
Protein_OHE_291,0.0
Protein_OHE_871,0.0
Protein_OHE_304,0.0
Protein_OHE_312,0.0
Protein_OHE_322,0.0
Protein_OHE_857,0.0
Protein_OHE_331,0.0
Protein_OHE_851,0.0
Protein_OHE_902,0.0
Protein_OHE_357,0.0
Protein_OHE_842,0.0
Protein_OHE_368,0.0
Protein_OHE_839,0.0
Protein_OHE_371,0.0
Protein_OHE_377,0.0
Protein_OHE_380,0.0
Protein_OHE_382,0.0
Protein_OHE_831,0.0
Protein_OHE_387,0.0
Protein_OHE_391,0.0
Protein_OHE_402,0.0
Protein_OHE_407,0.0
Protein_OHE_245,0.0
Protein_OHE_239,0.0
Protein_OHE_411,0.0
Protein_OHE_160,0.0
Protein_OHE_118,0.0
Protein_OHE_947,0.0
Protein_OHE_120,0.0
Protein_OHE_124,0.0
Protein_OHE_127,0.0
Protein_OHE_128,0.0
Protein_OHE_133,0.0
Protein_OHE_134,0.0
Protein_OHE_939,0.0
Protein_OHE_140,0.0
Protein_OHE_147,0.0
Protein_OHE_148,0.0
Protein_OHE_937,0.0
Protein_OHE_168,0.0
Protein_OHE_911,0.0
Protein_OHE_931,0.0
Protein_OHE_171,0.0
Protein_OHE_178,0.0
Protein_OHE_182,0.0
Protein_OHE_928,0.0
Protein_OHE_194,0.0
Protein_OHE_919,0.0
Protein_OHE_200,0.0
Protein_OHE_203,0.0
Protein_OHE_207,0.0
Protein_OHE_212,0.0
Protein_OHE_220,0.0
Protein_OHE_227,0.0
Protein_OHE_825,0.0
Protein_OHE_822,0.0
Protein_OHE_962,0.0
Protein_OHE_631,0.0
Protein_OHE_557,0.0
Protein_OHE_559,0.0
Protein_OHE_565,0.0
Protein_OHE_571,0.0
Protein_OHE_580,0.0
Protein_OHE_582,0.0
Protein_OHE_751,0.0
Protein_OHE_592,0.0
Protein_OHE_602,0.0
Protein_OHE_727,0.0
Protein_OHE_722,0.0
Protein_OHE_620,0.0
Protein_OHE_719,0.0
Protein_OHE_639,0.0
Protein_OHE_543,0.0
Protein_OHE_703,0.0
Protein_OHE_700,0.0
Protein_OHE_699,0.0
Protein_OHE_648,0.0
Protein_OHE_651,0.0
Protein_OHE_659,0.0
Protein_OHE_664,0.0
Protein_OHE_667,0.0
Protein_OHE_671,0.0
Protein_OHE_672,0.0
Protein_OHE_685,0.0
Protein_OHE_682,0.0
Protein_OHE_679,0.0
Protein_OHE_759,0.0
Protein_OHE_542,0.0
Protein_OHE_417,0.0
Protein_OHE_471,0.0
Protein_OHE_419,0.0
Protein_OHE_420,0.0
Protein_OHE_422,0.0
Protein_OHE_819,0.0
Protein_OHE_427,0.0
Protein_OHE_428,0.0
Protein_OHE_447,0.0
Protein_OHE_451,0.0
Protein_OHE_452,0.0
Protein_OHE_459,0.0
Protein_OHE_460,0.0
Protein_OHE_462,0.0
Protein_OHE_799,0.0
Protein_OHE_791,0.0
Protein_OHE_540,0.0
Protein_OHE_480,0.0
Protein_OHE_482,0.0
Protein_OHE_491,0.0
Protein_OHE_499,0.0
Protein_OHE_500,0.0
Protein_OHE_512,0.0
Protein_OHE_514,0.0
Protein_OHE_772,0.0
Protein_OHE_518,0.0
Protein_OHE_771,0.0
Protein_OHE_528,0.0
Protein_OHE_531,0.0
Protein_OHE_765,0.0
Protein_OHE_114,0.0
Protein_OHE_91,0.0
TTF_1927,0.0
TTF_1994,0.0
TTF_1979,0.0
TTF_1980,0.0
TTF_1982,0.0
TTF_1983,0.0
TTF_1984,0.0
TTF_1985,0.0
TTF_1986,0.0
TTF_1987,0.0
TTF_1988,0.0
TTF_1990,0.0
TTF_1991,0.0
TTF_1992,0.0
TTF_1993,0.0
TTF_1995,0.0
TTF_1976,0.0
TTF_1996,0.0
TTF_1998,0.0
TTF_1999,0.0
TTF_2000,0.0
TTF_2001,0.0
TTF_2002,0.0
TTF_2003,0.0
TTF_2004,0.0
TTF_2005,0.0
TTF_2006,0.0
TTF_2007,0.0
TTF_2008,0.0
TTF_2010,0.0
TTF_1978,0.0
TTF_1975,0.0
TTF_2012,0.0
TTF_1947,0.0
TTF_1928,0.0
TTF_1929,0.0
TTF_1931,0.0
TTF_1932,0.0
TTF_1935,0.0
TTF_1936,0.0
TTF_1939,0.0
TTF_1940,0.0
TTF_1941,0.0
TTF_1942,0.0
TTF_1943,0.0
TTF_1944,0.0
TTF_1946,0.0
TTF_1948,0.0
TTF_1972,0.0
TTF_1951,0.0
TTF_1952,0.0
TTF_1956,0.0
TTF_1958,0.0
TTF_1959,0.0
TTF_1960,0.0
TTF_1961,0.0
TTF_1962,0.0
TTF_1963,0.0
TTF_1964,0.0
TTF_1967,0.0
TTF_1968,0.0
TTF_1971,0.0
TTF_2011,0.0
TTF_2015,0.0
Protein_OHE_967,0.0
Protein_OHE_28,0.0
Protein_OHE_10,0.0
Protein_OHE_11,0.0
Protein_OHE_12,0.0
Protein_OHE_13,0.0
Protein_OHE_14,0.0
Protein_OHE_15,0.0
Protein_OHE_16,0.0
Protein_OHE_17,0.0
Protein_OHE_18,0.0
Protein_OHE_19,0.0
Protein_OHE_20,0.0
Protein_OHE_22,0.0
Protein_OHE_27,0.0
Protein_OHE_39,0.0
Protein_OHE_8,0.0
Protein_OHE_40,0.0
Protein_OHE_45,0.0
Protein_OHE_54,0.0
Protein_OHE_59,0.0
Protein_OHE_60,0.0
Protein_OHE_67,0.0
Protein_OHE_71,0.0
Protein_OHE_971,0.0
Protein_OHE_80,0.0
Protein_OHE_82,0.0
Protein_OHE_83,0.0
Protein_OHE_85,0.0
Protein_OHE_87,0.0
Protein_OHE_9,0.0
Protein_OHE_7,0.0
TTF_2018,0.0
TTF_2034,0.0
TTF_2019,0.0
TTF_2020,0.0
TTF_2022,0.0
TTF_2023,0.0
TTF_2024,0.0
TTF_2025,0.0
TTF_2026,0.0
TTF_2027,0.0
TTF_2028,0.0
TTF_2030,0.0
TTF_2031,0.0
TTF_2032,0.0
TTF_2033,0.0
TTF_2035,0.0
Protein_OHE_6,0.0
TTF_2036,0.0
TTF_2039,0.0
TTF_2040,0.0
TTF_2043,0.0
TTF_2044,0.0
TTF_2045,0.0
TTF_2047,0.0
TTF_2048,0.0
Protein_OHE_1,0.0
Protein_OHE_2,0.0
Protein_OHE_3,0.0
Protein_OHE_4,0.0
Protein_OHE_5,0.0
TTF_1740,0.0
MACCS_1,0.0
TTF_1738,0.0
TTF_607,0.0
TTF_579,0.0
TTF_580,0.0
TTF_583,0.0
TTF_584,0.0
TTF_586,0.0
TTF_587,0.0
TTF_588,0.0
TTF_591,0.0
TTF_592,0.0
TTF_596,0.0
TTF_599,0.0
TTF_600,0.0
TTF_601,0.0
TTF_602,0.0
TTF_603,0.0
TTF_604,0.0
TTF_605,0.0
TTF_578,0.0
TTF_576,0.0
TTF_575,0.0
TTF_563,0.0
TTF_550,0.0
TTF_551,0.0
TTF_552,0.0
TTF_556,0.0
TTF_559,0.0
TTF_560,0.0
TTF_562,0.0
TTF_564,0.0
TTF_574,0.0
TTF_566,0.0
TTF_567,0.0
TTF_568,0.0
TTF_569,0.0
TTF_570,0.0
TTF_571,0.0
TTF_572,0.0
TTF_606,0.0
TTF_608,0.0
TTF_547,0.0
TTF_610,0.0
TTF_647,0.0
TTF_648,0.0
TTF_649,0.0
TTF_650,0.0
TTF_651,0.0
TTF_652,0.0
TTF_656,0.0
TTF_657,0.0
TTF_658,0.0
TTF_659,0.0
TTF_660,0.0
TTF_663,0.0
TTF_664,0.0
TTF_666,0.0
TTF_667,0.0
TTF_668,0.0
TTF_670,0.0
TTF_644,0.0
TTF_640,0.0
TTF_639,0.0
TTF_623,0.0
TTF_611,0.0
TTF_612,0.0
TTF_613,0.0
TTF_615,0.0
TTF_616,0.0
TTF_619,0.0
TTF_620,0.0
TTF_624,0.0
TTF_636,0.0
TTF_626,0.0
TTF_627,0.0
