feature,mean_abs_shap_value
TTF_628,0.0
TTF_630,0.0
TTF_631,0.0
TTF_632,0.0
TTF_635,0.0
TTF_548,0.0
TTF_544,0.0
TTF_672,0.0
TTF_471,0.0
TTF_440,0.0
TTF_442,0.0
TTF_443,0.0
TTF_444,0.0
TTF_447,0.0
TTF_448,0.0
TTF_451,0.0
TTF_452,0.0
TTF_456,0.0
TTF_459,0.0
TTF_460,0.0
TTF_462,0.0
TTF_463,0.0
TTF_464,0.0
TTF_466,0.0
TTF_467,0.0
TTF_468,0.0
TTF_439,0.0
TTF_436,0.0
TTF_432,0.0
TTF_420,0.0
TTF_408,0.0
TTF_412,0.0
TTF_415,0.0
TTF_416,0.0
TTF_417,0.0
TTF_418,0.0
TTF_419,0.0
TTF_422,0.0
TTF_431,0.0
TTF_423,0.0
TTF_424,0.0
TTF_425,0.0
TTF_426,0.0
TTF_427,0.0
TTF_428,0.0
TTF_430,0.0
TTF_470,0.0
TTF_472,0.0
TTF_543,0.0
TTF_475,0.0
TTF_514,0.0
TTF_515,0.0
TTF_516,0.0
TTF_517,0.0
TTF_518,0.0
TTF_519,0.0
TTF_520,0.0
TTF_524,0.0
TTF_527,0.0
TTF_528,0.0
TTF_532,0.0
TTF_534,0.0
TTF_535,0.0
TTF_536,0.0
TTF_539,0.0
TTF_540,0.0
TTF_541,0.0
TTF_513,0.0
TTF_512,0.0
TTF_508,0.0
TTF_490,0.0
TTF_476,0.0
TTF_480,0.0
TTF_482,0.0
TTF_483,0.0
TTF_484,0.0
TTF_487,0.0
TTF_488,0.0
TTF_491,0.0
TTF_507,0.0
TTF_492,0.0
TTF_493,0.0
TTF_494,0.0
TTF_495,0.0
TTF_496,0.0
TTF_500,0.0
TTF_506,0.0
TTF_671,0.0
TTF_675,0.0
TTF_406,0.0
TTF_835,0.0
TTF_816,0.0
TTF_817,0.0
TTF_818,0.0
TTF_819,0.0
TTF_820,0.0
TTF_822,0.0
TTF_823,0.0
TTF_824,0.0
TTF_825,0.0
TTF_826,0.0
TTF_827,0.0
TTF_828,0.0
TTF_829,0.0
TTF_830,0.0
TTF_831,0.0
TTF_832,0.0
TTF_833,0.0
TTF_815,0.0
TTF_814,0.0
TTF_813,0.0
TTF_802,0.0
TTF_795,0.0
TTF_796,0.0
TTF_797,0.0
TTF_798,0.0
TTF_799,0.0
TTF_800,0.0
TTF_801,0.0
TTF_803,0.0
TTF_812,0.0
TTF_804,0.0
TTF_806,0.0
TTF_807,0.0
TTF_808,0.0
TTF_809,0.0
TTF_810,0.0
TTF_811,0.0
TTF_834,0.0
TTF_836,0.0
TTF_793,0.0
TTF_837,0.0
TTF_864,0.0
TTF_865,0.0
TTF_866,0.0
TTF_867,0.0
TTF_868,0.0
TTF_870,0.0
TTF_871,0.0
TTF_872,0.0
TTF_876,0.0
TTF_878,0.0
TTF_879,0.0
TTF_880,0.0
TTF_882,0.0
TTF_883,0.0
TTF_884,0.0
TTF_885,0.0
TTF_886,0.0
TTF_863,0.0
TTF_860,0.0
TTF_859,0.0
TTF_848,0.0
TTF_839,0.0
TTF_840,0.0
TTF_842,0.0
TTF_843,0.0
TTF_844,0.0
TTF_845,0.0
TTF_847,0.0
TTF_849,0.0
TTF_858,0.0
TTF_850,0.0
TTF_851,0.0
TTF_852,0.0
TTF_854,0.0
TTF_855,0.0
TTF_856,0.0
TTF_857,0.0
TTF_794,0.0
TTF_792,0.0
TTF_676,0.0
TTF_736,0.0
TTF_712,0.0
TTF_713,0.0
TTF_714,0.0
TTF_715,0.0
TTF_716,0.0
TTF_717,0.0
TTF_718,0.0
TTF_719,0.0
TTF_720,0.0
TTF_721,0.0
TTF_722,0.0
TTF_723,0.0
TTF_724,0.0
TTF_727,0.0
TTF_728,0.0
TTF_731,0.0
TTF_732,0.0
TTF_711,0.0
TTF_708,0.0
TTF_707,0.0
TTF_687,0.0
TTF_677,0.0
TTF_678,0.0
TTF_679,0.0
TTF_680,0.0
TTF_682,0.0
TTF_683,0.0
TTF_684,0.0
TTF_688,0.0
TTF_706,0.0
TTF_692,0.0
TTF_695,0.0
TTF_696,0.0
TTF_699,0.0
TTF_700,0.0
TTF_703,0.0
TTF_704,0.0
TTF_735,0.0
TTF_738,0.0
TTF_791,0.0
TTF_739,0.0
TTF_771,0.0
TTF_772,0.0
TTF_774,0.0
TTF_775,0.0
TTF_776,0.0
TTF_777,0.0
TTF_778,0.0
TTF_779,0.0
TTF_780,0.0
TTF_781,0.0
TTF_782,0.0
TTF_783,0.0
TTF_784,0.0
TTF_786,0.0
TTF_787,0.0
TTF_788,0.0
TTF_790,0.0
TTF_770,0.0
TTF_769,0.0
TTF_768,0.0
TTF_749,0.0
TTF_740,0.0
TTF_741,0.0
TTF_742,0.0
TTF_744,0.0
TTF_746,0.0
TTF_747,0.0
TTF_748,0.0
TTF_751,0.0
TTF_767,0.0
TTF_752,0.0
TTF_754,0.0
TTF_755,0.0
TTF_756,0.0
TTF_758,0.0
TTF_759,0.0
TTF_760,0.0
TTF_407,0.0
TTF_405,0.0
TTF_1737,0.0
TTF_114,0.0
TTF_92,0.0
TTF_93,0.0
TTF_94,0.0
TTF_95,0.0
TTF_96,0.0
TTF_98,0.0
TTF_99,0.0
TTF_100,0.0
TTF_101,0.0
TTF_102,0.0
TTF_103,0.0
TTF_104,0.0
TTF_107,0.0
TTF_108,0.0
TTF_109,0.0
TTF_110,0.0
TTF_111,0.0
TTF_91,0.0
TTF_90,0.0
TTF_89,0.0
TTF_79,0.0
TTF_72,0.0
TTF_73,0.0
TTF_74,0.0
TTF_75,0.0
TTF_76,0.0
TTF_77,0.0
TTF_78,0.0
TTF_80,0.0
TTF_88,0.0
TTF_81,0.0
TTF_82,0.0
TTF_83,0.0
TTF_84,0.0
TTF_85,0.0
TTF_86,0.0
TTF_87,0.0
TTF_112,0.0
TTF_115,0.0
TTF_70,0.0
TTF_116,0.0
TTF_144,0.0
TTF_147,0.0
TTF_148,0.0
TTF_149,0.0
TTF_150,0.0
TTF_151,0.0
TTF_152,0.0
TTF_153,0.0
TTF_155,0.0
TTF_156,0.0
TTF_160,0.0
TTF_161,0.0
TTF_162,0.0
TTF_163,0.0
TTF_164,0.0
TTF_165,0.0
TTF_166,0.0
TTF_143,0.0
TTF_142,0.0
TTF_140,0.0
TTF_128,0.0
TTF_118,0.0
TTF_119,0.0
TTF_120,0.0
TTF_123,0.0
TTF_124,0.0
TTF_126,0.0
TTF_127,0.0
TTF_130,0.0
TTF_139,0.0
TTF_131,0.0
TTF_132,0.0
TTF_134,0.0
TTF_135,0.0
TTF_136,0.0
TTF_137,0.0
TTF_138,0.0
TTF_71,0.0
TTF_69,0.0
TTF_168,0.0
TTF_18,0.0
MACCS_45,0.0
MACCS_56,0.0
MACCS_57,0.0
MACCS_59,0.0
MACCS_61,0.0
MACCS_62,0.0
MACCS_69,0.0
MACCS_72,0.0
TTF_3,0.0
TTF_4,0.0
TTF_6,0.0
TTF_7,0.0
TTF_8,0.0
TTF_10,0.0
TTF_11,0.0
TTF_12,0.0
TTF_15,0.0
MACCS_36,0.0
MACCS_32,0.0
MACCS_31,0.0
MACCS_12,0.0
MACCS_3,0.0
MACCS_5,0.0
MACCS_6,0.0
MACCS_7,0.0
MACCS_8,0.0
MACCS_10,0.0
MACCS_11,0.0
MACCS_13,0.0
MACCS_29,0.0
MACCS_14,0.0
MACCS_15,0.0
MACCS_16,0.0
MACCS_17,0.0
MACCS_21,0.0
MACCS_22,0.0
MACCS_28,0.0
TTF_16,0.0
TTF_19,0.0
TTF_68,0.0
TTF_20,0.0
TTF_44,0.0
TTF_46,0.0
TTF_47,0.0
TTF_48,0.0
TTF_52,0.0
TTF_53,0.0
TTF_54,0.0
TTF_55,0.0
TTF_56,0.0
TTF_58,0.0
TTF_59,0.0
TTF_60,0.0
TTF_62,0.0
TTF_64,0.0
TTF_65,0.0
TTF_66,0.0
TTF_67,0.0
TTF_43,0.0
TTF_42,0.0
TTF_41,0.0
TTF_31,0.0
TTF_21,0.0
TTF_22,0.0
TTF_23,0.0
TTF_24,0.0
TTF_26,0.0
TTF_27,0.0
TTF_28,0.0
TTF_32,0.0
TTF_40,0.0
TTF_33,0.0
TTF_34,0.0
TTF_35,0.0
TTF_36,0.0
TTF_37,0.0
TTF_38,0.0
TTF_39,0.0
TTF_167,0.0
TTF_170,0.0
TTF_404,0.0
TTF_343,0.0
TTF_315,0.0
TTF_316,0.0
TTF_317,0.0
TTF_318,0.0
TTF_319,0.0
TTF_320,0.0
TTF_324,0.0
TTF_325,0.0
TTF_326,0.0
TTF_327,0.0
TTF_328,0.0
TTF_330,0.0
TTF_332,0.0
TTF_335,0.0
TTF_336,0.0
TTF_338,0.0
TTF_339,0.0
TTF_314,0.0
TTF_312,0.0
TTF_311,0.0
TTF_299,0.0
TTF_290,0.0
TTF_291,0.0
TTF_292,0.0
TTF_295,0.0
TTF_296,0.0
TTF_297,0.0
TTF_298,0.0
TTF_300,0.0
TTF_310,0.0
TTF_301,0.0
TTF_302,0.0
TTF_303,0.0
TTF_304,0.0
TTF_306,0.0
TTF_307,0.0
TTF_308,0.0
TTF_340,0.0
TTF_344,0.0
TTF_284,0.0
TTF_346,0.0
TTF_372,0.0
TTF_374,0.0
TTF_375,0.0
TTF_376,0.0
TTF_386,0.0
TTF_387,0.0
TTF_388,0.0
TTF_390,0.0
TTF_391,0.0
TTF_392,0.0
TTF_394,0.0
TTF_395,0.0
TTF_396,0.0
TTF_399,0.0
TTF_400,0.0
TTF_401,0.0
TTF_403,0.0
TTF_371,0.0
TTF_368,0.0
TTF_367,0.0
TTF_355,0.0
TTF_347,0.0
TTF_348,0.0
TTF_350,0.0
TTF_351,0.0
TTF_352,0.0
TTF_353,0.0
TTF_354,0.0
TTF_356,0.0
TTF_366,0.0
TTF_357,0.0
TTF_358,0.0
TTF_359,0.0
TTF_360,0.0
TTF_362,0.0
TTF_363,0.0
TTF_364,0.0
TTF_289,0.0
TTF_283,0.0
TTF_171,0.0
TTF_220,0.0
TTF_198,0.0
TTF_199,0.0
TTF_200,0.0
TTF_202,0.0
TTF_203,0.0
TTF_204,0.0
TTF_205,0.0
TTF_206,0.0
TTF_207,0.0
TTF_208,0.0
TTF_209,0.0
TTF_210,0.0
TTF_211,0.0
TTF_212,0.0
TTF_213,0.0
TTF_214,0.0
TTF_215,0.0
TTF_196,0.0
TTF_195,0.0
TTF_194,0.0
TTF_183,0.0
TTF_172,0.0
TTF_175,0.0
TTF_176,0.0
TTF_178,0.0
TTF_179,0.0
TTF_180,0.0
TTF_182,0.0
TTF_184,0.0
TTF_193,0.0
TTF_186,0.0
TTF_187,0.0
TTF_188,0.0
TTF_189,0.0
TTF_190,0.0
TTF_191,0.0
TTF_192,0.0
TTF_216,0.0
TTF_223,0.0
TTF_280,0.0
TTF_224,0.0
TTF_254,0.0
TTF_255,0.0
TTF_256,0.0
TTF_258,0.0
TTF_259,0.0
TTF_260,0.0
TTF_261,0.0
TTF_263,0.0
TTF_264,0.0
TTF_268,0.0
TTF_270,0.0
TTF_271,0.0
TTF_272,0.0
TTF_274,0.0
TTF_275,0.0
TTF_276,0.0
TTF_279,0.0
TTF_253,0.0
TTF_252,0.0
TTF_251,0.0
TTF_236,0.0
TTF_225,0.0
TTF_226,0.0
TTF_227,0.0
TTF_228,0.0
TTF_230,0.0
TTF_231,0.0
TTF_232,0.0
TTF_239,0.0
TTF_248,0.0
TTF_240,0.0
TTF_241,0.0
TTF_242,0.0
TTF_243,0.0
TTF_244,0.0
TTF_246,0.0
TTF_247,0.0
TTF_887,0.0
TTF_888,0.0
TTF_890,0.0
TTF_1452,0.0
TTF_1430,0.0
TTF_1431,0.0
TTF_1432,0.0
TTF_1433,0.0
TTF_1435,0.0
TTF_1436,0.0
TTF_1437,0.0
TTF_1439,0.0
TTF_1440,0.0
MACCS_2,0.0
TTF_1442,0.0
TTF_1443,0.0
TTF_1444,0.0
TTF_1445,0.0
TTF_1446,0.0
TTF_1448,0.0
TTF_1450,0.0
TTF_1428,0.0
TTF_1427,0.0
TTF_1426,0.0
TTF_1411,0.0
TTF_1403,0.0
TTF_1404,0.0
TTF_1405,0.0
TTF_1406,0.0
TTF_1407,0.0
TTF_1408,0.0
TTF_1410,0.0
TTF_1412,0.0
TTF_1424,0.0
TTF_1414,0.0
TTF_1415,0.0
TTF_1419,0.0
TTF_1420,0.0
TTF_1421,0.0
TTF_1422,0.0
TTF_1423,0.0
TTF_1451,0.0
TTF_1454,0.0
TTF_1401,0.0
TTF_1455,0.0
TTF_1486,0.0
TTF_1487,0.0
TTF_1488,0.0
TTF_1490,0.0
TTF_1492,0.0
TTF_1495,0.0
TTF_1496,0.0
TTF_1499,0.0
TTF_1500,0.0
TTF_1501,0.0
TTF_1502,0.0
TTF_1503,0.0
TTF_1504,0.0
TTF_1506,0.0
TTF_1507,0.0
TTF_1508,0.0
TTF_1510,0.0
TTF_1484,0.0
TTF_1483,0.0
TTF_1482,0.0
TTF_1467,0.0
TTF_1456,0.0
TTF_1459,0.0
TTF_1460,0.0
TTF_1462,0.0
TTF_1463,0.0
TTF_1464,0.0
TTF_1466,0.0
TTF_1468,0.0
TTF_1480,0.0
TTF_1471,0.0
TTF_1472,0.0
TTF_1474,0.0
TTF_1475,0.0
TTF_1476,0.0
TTF_1478,0.0
TTF_1479,0.0
TTF_1402,0.0
TTF_1400,0.0
TTF_1512,0.0
TTF_1347,0.0
TTF_1322,0.0
TTF_1323,0.0
TTF_1324,0.0
TTF_1327,0.0
TTF_1328,0.0
TTF_1329,0.0
TTF_1330,0.0
TTF_1331,0.0
TTF_1332,0.0
TTF_1333,0.0
TTF_1334,0.0
TTF_1335,0.0
TTF_1336,0.0
TTF_1338,0.0
TTF_1339,0.0
TTF_1340,0.0
TTF_1343,0.0
TTF_1320,0.0
TTF_1316,0.0
TTF_1315,0.0
TTF_1302,0.0
TTF_1290,0.0
TTF_1291,0.0
TTF_1292,0.0
TTF_1295,0.0
TTF_1296,0.0
TTF_1299,0.0
TTF_1300,0.0
TTF_1303,0.0
TTF_1312,0.0
TTF_1304,0.0
TTF_1306,0.0
TTF_1307,0.0
TTF_1308,0.0
TTF_1309,0.0
TTF_1310,0.0
TTF_1311,0.0
TTF_1344,0.0
TTF_1348,0.0
TTF_1399,0.0
TTF_1351,0.0
TTF_1379,0.0
TTF_1380,0.0
TTF_1382,0.0
TTF_1383,0.0
TTF_1384,0.0
TTF_1386,0.0
TTF_1387,0.0
TTF_1388,0.0
TTF_1389,0.0
TTF_1390,0.0
TTF_1391,0.0
TTF_1392,0.0
TTF_1394,0.0
TTF_1395,0.0
TTF_1396,0.0
TTF_1397,0.0
TTF_1398,0.0
TTF_1378,0.0
TTF_1376,0.0
TTF_1375,0.0
TTF_1361,0.0
TTF_1352,0.0
TTF_1354,0.0
TTF_1355,0.0
TTF_1356,0.0
TTF_1358,0.0
TTF_1359,0.0
TTF_1360,0.0
TTF_1362,0.0
TTF_1372,0.0
TTF_1363,0.0
TTF_1364,0.0
TTF_1365,0.0
TTF_1366,0.0
TTF_1367,0.0
TTF_1368,0.0
TTF_1371,0.0
TTF_1511,0.0
TTF_1513,0.0
TTF_891,0.0
TTF_1684,0.0
TTF_1663,0.0
TTF_1664,0.0
TTF_1667,0.0
TTF_1668,0.0
TTF_1669,0.0
TTF_1670,0.0
TTF_1671,0.0
TTF_1672,0.0
TTF_1674,0.0
TTF_1675,0.0
TTF_1676,0.0
TTF_1677,0.0
TTF_1678,0.0
TTF_1679,0.0
TTF_1680,0.0
TTF_1681,0.0
TTF_1682,0.0
TTF_1660,0.0
TTF_1656,0.0
TTF_1652,0.0
TTF_1636,0.0
TTF_1623,0.0
TTF_1624,0.0
TTF_1626,0.0
TTF_1627,0.0
TTF_1628,0.0
TTF_1631,0.0
TTF_1632,0.0
TTF_1639,0.0
TTF_1651,0.0
TTF_1640,0.0
TTF_1642,0.0
TTF_1644,0.0
TTF_1646,0.0
TTF_1647,0.0
TTF_1648,0.0
TTF_1650,0.0
TTF_1683,0.0
TTF_1685,0.0
TTF_1621,0.0
TTF_1686,0.0
TTF_1716,0.0
TTF_1720,0.0
TTF_1722,0.0
TTF_1723,0.0
TTF_1724,0.0
TTF_1725,0.0
TTF_1726,0.0
TTF_1727,0.0
TTF_1728,0.0
TTF_1729,0.0
TTF_1730,0.0
TTF_1731,0.0
TTF_1732,0.0
TTF_1733,0.0
TTF_1734,0.0
TTF_1735,0.0
TTF_1736,0.0
TTF_1712,0.0
TTF_1711,0.0
TTF_1710,0.0
TTF_1696,0.0
TTF_1688,0.0
TTF_1689,0.0
TTF_1690,0.0
TTF_1691,0.0
TTF_1692,0.0
TTF_1694,0.0
TTF_1695,0.0
TTF_1699,0.0
TTF_1708,0.0
TTF_1700,0.0
TTF_1702,0.0
TTF_1703,0.0
TTF_1704,0.0
TTF_1705,0.0
TTF_1706,0.0
TTF_1707,0.0
TTF_1622,0.0
TTF_1620,0.0
TTF_1514,0.0
TTF_1569,0.0
TTF_1544,0.0
TTF_1546,0.0
TTF_1547,0.0
TTF_1548,0.0
TTF_1551,0.0
TTF_1552,0.0
TTF_1554,0.0
TTF_1555,0.0
TTF_1556,0.0
TTF_1557,0.0
TTF_1559,0.0
TTF_1560,0.0
TTF_1562,0.0
TTF_1564,0.0
TTF_1565,0.0
TTF_1566,0.0
TTF_1567,0.0
TTF_1543,0.0
TTF_1542,0.0
TTF_1541,0.0
TTF_1523,0.0
TTF_1515,0.0
TTF_1516,0.0
TTF_1517,0.0
TTF_1519,0.0
TTF_1520,0.0
TTF_1521,0.0
TTF_1522,0.0
TTF_1524,0.0
TTF_1540,0.0
TTF_1525,0.0
TTF_1526,0.0
TTF_1527,0.0
TTF_1528,0.0
TTF_1532,0.0
TTF_1535,0.0
TTF_1536,0.0
TTF_1568,0.0
TTF_1570,0.0
TTF_1619,0.0
TTF_1571,0.0
TTF_1595,0.0
TTF_1596,0.0
TTF_1597,0.0
TTF_1598,0.0
TTF_1599,0.0
TTF_1600,0.0
TTF_1603,0.0
TTF_1604,0.0
TTF_1608,0.0
TTF_1610,0.0
TTF_1611,0.0
TTF_1612,0.0
TTF_1614,0.0
TTF_1615,0.0
TTF_1616,0.0
TTF_1617,0.0
TTF_1618,0.0
TTF_1594,0.0
TTF_1593,0.0
TTF_1592,0.0
TTF_1580,0.0
TTF_1572,0.0
TTF_1573,0.0
TTF_1574,0.0
TTF_1575,0.0
TTF_1576,0.0
TTF_1578,0.0
TTF_1579,0.0
TTF_1582,0.0
TTF_1591,0.0
TTF_1583,0.0
TTF_1584,0.0
TTF_1586,0.0
TTF_1587,0.0
TTF_1588,0.0
TTF_1589,0.0
TTF_1590,0.0
TTF_1288,0.0
TTF_1287,0.0
TTF_1286,0.0
TTF_1043,0.0
TTF_1018,0.0
TTF_1019,0.0
TTF_1020,0.0
TTF_1023,0.0
TTF_1024,0.0
TTF_1026,0.0
TTF_1027,0.0
TTF_1028,0.0
TTF_1030,0.0
TTF_1031,0.0
TTF_1032,0.0
TTF_1034,0.0
TTF_1035,0.0
TTF_1036,0.0
TTF_1037,0.0
TTF_1038,0.0
TTF_1039,0.0
TTF_1016,0.0
TTF_1015,0.0
TTF_1014,0.0
TTF_996,0.0
TTF_988,0.0
TTF_989,0.0
TTF_990,0.0
TTF_991,0.0
TTF_992,0.0
TTF_993,0.0
TTF_995,0.0
TTF_1000,0.0
TTF_1012,0.0
TTF_1001,0.0
TTF_1002,0.0
TTF_1004,0.0
TTF_1006,0.0
TTF_1007,0.0
TTF_1008,0.0
TTF_1011,0.0
TTF_1040,0.0
TTF_1044,0.0
TTF_986,0.0
TTF_1046,0.0
TTF_1072,0.0
TTF_1074,0.0
TTF_1075,0.0
TTF_1076,0.0
TTF_1077,0.0
TTF_1078,0.0
TTF_1079,0.0
TTF_1080,0.0
TTF_1082,0.0
TTF_1083,0.0
TTF_1084,0.0
TTF_1085,0.0
TTF_1086,0.0
TTF_1087,0.0
TTF_1088,0.0
TTF_1090,0.0
TTF_1091,0.0
TTF_1071,0.0
TTF_1070,0.0
TTF_1069,0.0
TTF_1056,0.0
TTF_1047,0.0
TTF_1048,0.0
TTF_1050,0.0
TTF_1051,0.0
TTF_1052,0.0
TTF_1054,0.0
TTF_1055,0.0
TTF_1059,0.0
TTF_1068,0.0
TTF_1060,0.0
TTF_1062,0.0
TTF_1063,0.0
TTF_1064,0.0
TTF_1065,0.0
TTF_1066,0.0
TTF_1067,0.0
TTF_987,0.0
TTF_985,0.0
TTF_1284,0.0
TTF_942,0.0
TTF_916,0.0
TTF_917,0.0
TTF_919,0.0
TTF_920,0.0
TTF_922,0.0
TTF_923,0.0
TTF_924,0.0
TTF_926,0.0
TTF_927,0.0
TTF_928,0.0
TTF_931,0.0
TTF_932,0.0
TTF_933,0.0
TTF_934,0.0
TTF_935,0.0
TTF_936,0.0
TTF_938,0.0
TTF_915,0.0
TTF_914,0.0
TTF_912,0.0
TTF_900,0.0
TTF_892,0.0
TTF_893,0.0
TTF_894,0.0
TTF_895,0.0
TTF_896,0.0
TTF_898,0.0
TTF_899,0.0
TTF_903,0.0
TTF_911,0.0
TTF_904,0.0
TTF_905,0.0
TTF_906,0.0
TTF_907,0.0
TTF_908,0.0
TTF_909,0.0
TTF_910,0.0
TTF_940,0.0
TTF_943,0.0
TTF_984,0.0
TTF_944,0.0
TTF_966,0.0
TTF_967,0.0
TTF_968,0.0
TTF_969,0.0
TTF_970,0.0
TTF_971,0.0
TTF_972,0.0
TTF_973,0.0
TTF_974,0.0
TTF_975,0.0
TTF_976,0.0
TTF_977,0.0
TTF_978,0.0
TTF_979,0.0
TTF_980,0.0
TTF_982,0.0
TTF_983,0.0
TTF_965,0.0
TTF_964,0.0
TTF_963,0.0
TTF_953,0.0
TTF_945,0.0
TTF_947,0.0
TTF_948,0.0
TTF_949,0.0
TTF_950,0.0
TTF_951,0.0
TTF_952,0.0
TTF_954,0.0
TTF_962,0.0
TTF_955,0.0
TTF_956,0.0
TTF_957,0.0
TTF_958,0.0
TTF_959,0.0
TTF_960,0.0
TTF_961,0.0
TTF_1092,0.0
TTF_1093,0.0
TTF_1095,0.0
TTF_1239,0.0
TTF_1215,0.0
TTF_1216,0.0
TTF_1218,0.0
TTF_1219,0.0
TTF_1220,0.0
TTF_1221,0.0
TTF_1222,0.0
TTF_1223,0.0
TTF_1224,0.0
TTF_1227,0.0
TTF_1228,0.0
TTF_1230,0.0
TTF_1231,0.0
TTF_1232,0.0
TTF_1234,0.0
TTF_1235,0.0
TTF_1236,0.0
TTF_1214,0.0
TTF_1212,0.0
TTF_1211,0.0
TTF_1198,0.0
TTF_1190,0.0
TTF_1191,0.0
TTF_1192,0.0
TTF_1194,0.0
TTF_1195,0.0
TTF_1196,0.0
TTF_1197,0.0
TTF_1199,0.0
TTF_1210,0.0
TTF_1200,0.0
TTF_1202,0.0
TTF_1203,0.0
TTF_1204,0.0
TTF_1206,0.0
TTF_1207,0.0
TTF_1208,0.0
TTF_1238,0.0
TTF_1240,0.0
TTF_1096,0.0
TTF_1241,0.0
TTF_1266,0.0
TTF_1267,0.0
TTF_1268,0.0
TTF_1270,0.0
TTF_1271,0.0
TTF_1272,0.0
TTF_1273,0.0
TTF_1274,0.0
TTF_1275,0.0
TTF_1276,0.0
TTF_1277,0.0
TTF_1278,0.0
TTF_1279,0.0
TTF_1280,0.0
TTF_1281,0.0
TTF_1282,0.0
TTF_1283,0.0
TTF_1265,0.0
TTF_1264,0.0
TTF_1263,0.0
TTF_1250,0.0
TTF_1242,0.0
TTF_1243,0.0
TTF_1244,0.0
TTF_1246,0.0
TTF_1247,0.0
TTF_1248,0.0
TTF_1249,0.0
TTF_1251,0.0
TTF_1262,0.0
TTF_1252,0.0
TTF_1253,0.0
TTF_1255,0.0
TTF_1256,0.0
TTF_1258,0.0
TTF_1259,0.0
TTF_1260,0.0
TTF_1188,0.0
TTF_1187,0.0
TTF_1186,0.0
TTF_1184,0.0
TTF_1119,0.0
TTF_1120,0.0
TTF_1121,0.0
TTF_1122,0.0
TTF_1123,0.0
TTF_1124,0.0
TTF_1125,0.0
TTF_1126,0.0
TTF_1127,0.0
TTF_1128,0.0
TTF_1129,0.0
TTF_1130,0.0
TTF_1131,0.0
TTF_1132,0.0
TTF_1134,0.0
TTF_1135,0.0
TTF_1136,0.0
TTF_1118,0.0
TTF_1117,0.0
TTF_1116,0.0
TTF_1105,0.0
TTF_1098,0.0
TTF_1099,0.0
TTF_1100,0.0
TTF_1101,0.0
TTF_1102,0.0
TTF_1103,0.0
TTF_1104,0.0
TTF_1106,0.0
TTF_1115,0.0
TTF_1107,0.0
TTF_1108,0.0
TTF_1110,0.0
TTF_1111,0.0
TTF_1112,0.0
TTF_1113,0.0
TTF_1114,0.0
TTF_1138,0.0
TTF_1139,0.0
TTF_1140,0.0
TTF_1172,0.0
TTF_1164,0.0
TTF_1166,0.0
TTF_1167,0.0
TTF_1168,0.0
TTF_1169,0.0
TTF_1170,0.0
TTF_1171,0.0
TTF_1175,0.0
TTF_1162,0.0
TTF_1176,0.0
TTF_1178,0.0
TTF_1179,0.0
TTF_1180,0.0
TTF_1181,0.0
TTF_1182,0.0
TTF_1183,0.0
TTF_1163,0.0
TTF_1161,0.0
TTF_1141,0.0
TTF_1149,0.0
TTF_1142,0.0
TTF_1143,0.0
TTF_1144,0.0
TTF_1145,0.0
TTF_1146,0.0
TTF_1147,0.0
TTF_1148,0.0
TTF_1150,0.0
TTF_1160,0.0
TTF_1151,0.0
TTF_1152,0.0
TTF_1154,0.0
TTF_1155,0.0
TTF_1156,0.0
TTF_1158,0.0
TTF_1159,0.0
Protein_OHE_1000,0.0
